Test,item,result,spec lower,spec upper,fill,Test_conditions,Spring,pc_from_lim,closest_to_spec,,
Hold force,2043,3.75,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2044,3.9,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2045,3.95,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2046,3.9,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2047,3.9,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2048,3.9,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2049,3.9,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2050,3.8,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2051,4,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2052,3.9,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2053,3.9,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2054,3.85,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2055,3.95,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2056,3.975,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2057,3.9,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2058,3.75,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2059,3.75,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2060,3.85,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2061,3.6,,5,2.25ml,Warm,Weak,,1.4,,
Hold force,2062,3.975,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2063,3.9,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2064,3.9,,5,2.25ml,Warm,Weak,,1.3,,
Hold force,2065,4.05,,5,2.25ml,Warm,Weak,,1.2,,
Hold force,2066,3.9,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2067,3.8,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2068,3.8,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2069,3.95,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2070,3.975,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2071,3.975,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2072,3.9,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2073,3.9,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2074,3.825,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2075,3.9,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2076,3.95,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2077,3.9,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2078,3.95,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2079,3.9,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2080,3.825,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2081,3.9,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2082,3.95,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2083,4,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2084,3.9,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2085,3.8,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2086,3.85,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2087,3.9,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2088,3.85,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2089,3.825,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2090,3.975,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2091,3.95,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2092,3.675,,5,2.25ml,Warm,Strong,,1.4,,
Hold force,2093,4,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2094,3.975,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2095,3.9,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2096,3.8,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2097,3.9,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2098,3.9,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2099,3.9,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2100,3.825,,5,2.25ml,Warm,Strong,,1.3,,
Hold force,2101,3.9,,5,1ml,Cool,Weak,,1.3,,
Hold force,2102,4.05,,5,1ml,Cool,Weak,,1.2,,
Hold force,2103,3.9,,5,1ml,Cool,Weak,,1.3,,
Hold force,2104,3.95,,5,1ml,Cool,Weak,,1.3,,
Hold force,2105,3.975,,5,1ml,Cool,Weak,,1.3,,
Hold force,2106,4.05,,5,1ml,Cool,Weak,,1.2,,
Hold force,2107,4,,5,1ml,Cool,Weak,,1.3,,
Hold force,2108,4.05,,5,1ml,Cool,Weak,,1.2,,
Hold force,2109,4.05,,5,1ml,Cool,Weak,,1.2,,
Hold force,2110,3.75,,5,1ml,Cool,Weak,,1.3,,
Hold force,2111,3.825,,5,1ml,Cool,Weak,,1.3,,
Hold force,2112,3.9,,5,1ml,Cool,Weak,,1.3,,
Hold force,2113,4,,5,1ml,Cool,Weak,,1.3,,
Hold force,2114,3.9,,5,1ml,Cool,Weak,,1.3,,
Hold force,2115,3.975,,5,1ml,Cool,Weak,,1.3,,
Hold force,2116,4.05,,5,1ml,Cool,Weak,,1.2,,
Hold force,2117,3.9,,5,1ml,Cool,Weak,,1.3,,
Hold force,2118,3.9,,5,1ml,Cool,Weak,,1.3,,
Hold force,2119,4.05,,5,1ml,Cool,Weak,,1.2,,
Hold force,2120,3.9,,5,1ml,Cool,Weak,,1.3,,
Hold force,2121,3.95,,5,1ml,Cool,Weak,,1.3,,
Hold force,2122,3.9,,5,1ml,Cool,Weak,,1.3,,
Hold force,2123,3.9,,5,1ml,Cool,Weak,,1.3,,
Hold force,2124,4,,5,1ml,Cool,Weak,,1.3,,
Hold force,2125,3.9,,5,1ml,Cool,Weak,,1.3,,
Hold force,2126,4.1,,5,1ml,Cool,Weak,,1.2,,
Hold force,2127,3.9,,5,1ml,Cool,Weak,,1.3,,
Hold force,2128,3.8,,5,1ml,Cool,Weak,,1.3,,
Hold force,2129,3.45,,5,1ml,Cool,Weak,,1.4,,
Hold force,2130,3.9,,5,1ml,Cool,Weak,,1.3,,
Hold force,2131,3.9,,5,1ml,Cool,Weak,,1.3,,
Hold force,2132,4.05,,5,1ml,Cool,Weak,,1.2,,
Hold force,2133,4,,5,1ml,Cool,Weak,,1.3,,
Hold force,2134,4.05,,5,1ml,Cool,Weak,,1.2,,
Hold force,2135,4,,5,1ml,Cool,Weak,,1.3,,
Hold force,2136,4.2,,5,1ml,Cool,Strong,,1.2,,
Hold force,2137,3.825,,5,1ml,Cool,Strong,,1.3,,
Hold force,2138,4.05,,5,1ml,Cool,Strong,,1.2,,
Hold force,2139,4.15,,5,1ml,Cool,Strong,,1.2,,
Hold force,2140,3.85,,5,1ml,Cool,Strong,,1.3,,
Hold force,2141,4.125,,5,1ml,Cool,Strong,,1.2,,
Hold force,2142,4.05,,5,1ml,Cool,Strong,,1.2,,
Hold force,2143,4.05,,5,1ml,Cool,Strong,,1.2,,
Hold force,2144,4.05,,5,1ml,Cool,Strong,,1.2,,
Hold force,2145,3.825,,5,1ml,Cool,Strong,,1.3,,
Hold force,2146,4.15,,5,1ml,Cool,Strong,,1.2,,
Hold force,2147,3.95,,5,1ml,Cool,Strong,,1.3,,
Hold force,2148,3.975,,5,1ml,Cool,Strong,,1.3,,
Hold force,2149,3.95,,5,1ml,Cool,Strong,,1.3,,
Hold force,2150,3.95,,5,1ml,Cool,Strong,,1.3,,
Hold force,2151,3.825,,5,1ml,Cool,Strong,,1.3,,
Hold force,2152,4.1,,5,1ml,Cool,Strong,,1.2,,
Hold force,2153,3.975,,5,1ml,Cool,Strong,,1.3,,
Hold force,2154,3.85,,5,1ml,Cool,Strong,,1.3,,
Hold force,2155,4.05,,5,1ml,Cool,Strong,,1.2,,
Hold force,2156,3.825,,5,1ml,Cool,Strong,,1.3,,
Hold force,2157,3.825,,5,1ml,Cool,Strong,,1.3,,
Hold force,2158,3.8,,5,1ml,Cool,Strong,,1.3,,
Hold force,2159,4.2,,5,1ml,Cool,Strong,,1.2,,
Hold force,2160,4,,5,1ml,Cool,Strong,,1.3,,
Hold force,2161,3.75,,5,1ml,Cool,Strong,,1.3,,
Hold force,2162,3.75,,5,1ml,Cool,Strong,,1.3,,
Hold force,2163,3.825,,5,1ml,Cool,Strong,,1.3,,
Hold force,2164,3.95,,5,1ml,Cool,Strong,,1.3,,
Hold force,2165,3.975,,5,1ml,Cool,Strong,,1.3,,
Hold force,2166,3.95,,5,1ml,Cool,Strong,,1.3,,
Hold force,2167,3.9,,5,1ml,Cool,Strong,,1.3,,
Hold force,2168,3.95,,5,1ml,Cool,Strong,,1.3,,
Hold force,2169,4.05,,5,1ml,Cool,Strong,,1.2,,
Hold force,2170,4.1,,5,1ml,Cool,Strong,,1.2,,
Hold force,2171,3.9,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2172,4.05,,5,2.25ml,Cool,Weak,,1.2,,
Hold force,2173,3.9,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2174,3.9,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2175,3.85,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2176,3.95,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2177,3.75,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2178,3.9,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2179,3.9,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2180,3.9,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2181,3.9,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2182,3.8,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2183,3.975,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2184,3.85,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2185,3.9,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2186,3.9,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2187,3.9,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2188,3.95,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2189,4.05,,5,2.25ml,Cool,Weak,,1.2,,
Hold force,2190,3.9,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2191,3.85,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2192,3.9,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2193,3.975,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2194,3.825,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2195,4,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2196,3.975,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2197,3.85,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2198,3.85,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2199,3.8,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2200,3.9,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2201,3.95,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2202,3.8,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2203,3.975,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2204,3.9,,5,2.25ml,Cool,Weak,,1.3,,
Hold force,2205,3.8,,5,2.25ml,Cool,Weak,,1.3,,
RNS from RNSR,2206,45.1,,,,Standard,,,1.5,,
RNS from RNSR,2207,52.1,,,,Standard,,,1.7,,
RNS from RNSR,2208,50.9,,,,Standard,,,1.7,,
RNS from RNSR,2209,56.5,,,,Standard,,,1.9,,
RNS from RNSR,2210,52.7,,,,Standard,,,1.8,,
RNS from RNSR,2211,53.6,,,,Standard,,,1.8,,
RNS from RNSR,2212,48.65,,,,Standard,,,1.6,,
RNS from RNSR,2213,48.75,,,,Standard,,,1.6,,
RNS from RNSR,2214,47.05,,,,Standard,,,1.6,,
RNS from RNSR,2215,56,,,,Standard,,,1.9,,
RNS from RNSR,2216,55.5,,,,Standard,,,1.9,,
RNS from RNSR,2217,47,,,,Standard,,,1.6,,
RNS from RNSR,2218,51.5,,,,Standard,,,1.7,,
RNS from RNSR,2219,53.9,,,,Standard,,,1.8,,
RNS from RNSR,2220,45.8,,,,Standard,,,1.5,,
RNS from RNSR,2221,54.1,,,,Standard,,,1.8,,
RNS from RNSR,2222,49.7,,,,Standard,,,1.7,,
RNS from RNSR,2223,55.1,,,,Standard,,,1.8,,
RNS from RNSR,2224,56,,,,Standard,,,1.9,,
RNS from RNSR,2225,47.4,,,,Standard,,,1.6,,
RNS from RNSR,2226,48.35,,,,Standard,,,1.6,,
RNS from RNSR,2227,58.1,,,,Standard,,,1.9,,
RNS from RNSR,2228,51.5,,,,Standard,,,1.7,,
RNS from RNSR,2229,50,,,,Standard,,,1.7,,
RNS from RNSR,2230,48.05,,,,Standard,,,1.6,,
RNS from RNSR,2231,49.45,,,,Standard,,,1.6,,
RNS from RNSR,2232,45.8,,,,Standard,,,1.5,,
RNS from RNSR,2233,51.2,,,,Standard,,,1.7,,
RNS from RNSR,2234,50.5,,,,Standard,,,1.7,,
RNS from RNSR,2235,57.2,,,,Standard,,,1.9,,
RNS from RNSR,2236,50.6,,,,Standard,,,1.7,,
RNS from RNSR,2237,55.3,,,,Standard,,,1.8,,
RNS from RNSR,2238,53.3,,,,Standard,,,1.8,,
RNS from RNSR,2239,55.3,,,,Standard,,,1.8,,
RNS from RNSR,2240,52.5,,,,Standard,,,1.8,,
RNS from RNSR,2241,50.3,,,,Standard,,,1.7,,
RNS from RNSR,2242,50.9,,,,Standard,,,1.7,,
RNS from RNSR,2243,49.3,,,,Standard,,,1.6,,
RNS from RNSR,2244,48,,,,Standard,,,1.6,,
RNS from RNSR,2245,43.6,,,,Standard,,,1.5,,
RNS from RNSR,2246,48.55,,,,Standard,,,1.6,,
RNS from RNSR,2247,47.75,,,,Standard,,,1.6,,
RNS from RNSR,2248,42.9,,,,Standard,,,1.4,,
RNS from RNSR,2249,50.4,,,,Standard,,,1.7,,
RNS from RNSR,2250,51.5,,,,Standard,,,1.7,,
RNS from RNSR,2251,52.3,,,,Standard,,,1.7,,
RNS from RNSR,2252,48.9,,,,Standard,,,1.6,,
RNS from RNSR,2253,47.7,,,,Standard,,,1.6,,
RNS from RNSR,2254,52.6,,,,Standard,,,1.8,,
RNS from RNSR,2255,48.2,,,,Standard,,,1.6,,
RNS from RNSR,2256,49.9,,,,Standard,,,1.7,,
RNS from RNSR,2257,47.1,,,,Standard,,,1.6,,
RNS from RNSR,2258,44.9,,,,Standard,,,1.5,,
RNS from RNSR,2259,56.8,,,,Standard,,,1.9,,
RNS from RNSR,2260,46.8,,,,Standard,,,1.6,,
RNS from RNSR,2261,47.95,,,,Standard,,,1.6,,
RNS from RNSR,2262,54.2,,,,Standard,,,1.8,,
RNS from RNSR,2263,48.6,,,,Standard,,,1.6,,
RNS from RNSR,2264,45.5,,,,Standard,,,1.5,,
RNS from RNSR,2265,42.2,,,,Standard,,,1.4,,
RNS from RNSR,2266,43.75,,,,Standard,,,1.5,,
RNS from RNSR,2267,50.8,,,,Standard,,,1.7,,
RNS from RNSR,2268,48.2,,,,Standard,,,1.6,,
RNS from RNSR,2269,49.4,,,,Standard,,,1.6,,
RNS from RNSR,2270,48.9,,,,Standard,,,1.6,,
RNS from RNSR,2271,45.6,,,,Standard,,,1.5,,
RNS from RNSR,2272,42.65,,,,Standard,,,1.4,,
RNS from RNSR,2273,50.8,,,,Standard,,,1.7,,
RNS from RNSR,2274,55.8,,,,Standard,,,1.9,,
RNS from RNSR,2275,48.9,,,,Standard,,,1.6,,
RNS from RNSR,2276,47,,,,Warm,,,1.6,,
RNS from RNSR,2277,52.3,,,,Warm,,,1.7,,
RNS from RNSR,2278,51.3,,,,Warm,,,1.7,,
RNS from RNSR,2279,55.3,,,,Warm,,,1.8,,
RNS from RNSR,2280,56.6,,,,Warm,,,1.9,,
RNS from RNSR,2281,53,,,,Warm,,,1.8,,
RNS from RNSR,2282,51.6,,,,Warm,,,1.7,,
RNS from RNSR,2283,48.3,,,,Warm,,,1.6,,
RNS from RNSR,2284,56.3,,,,Warm,,,1.9,,
RNS from RNSR,2285,55.8,,,,Warm,,,1.9,,
RNS from RNSR,2286,53.6,,,,Warm,,,1.8,,
RNS from RNSR,2287,45.2,,,,Warm,,,1.5,,
RNS from RNSR,2288,46.3,,,,Warm,,,1.5,,
RNS from RNSR,2289,49.05,,,,Warm,,,1.6,,
RNS from RNSR,2290,47.85,,,,Warm,,,1.6,,
RNS from RNSR,2291,54,,,,Warm,,,1.8,,
RNS from RNSR,2292,52.4,,,,Warm,,,1.7,,
RNS from RNSR,2293,43.3,,,,Warm,,,1.4,,
RNS from RNSR,2294,53,,,,Warm,,,1.8,,
RNS from RNSR,2295,51.7,,,,Warm,,,1.7,,
RNS from RNSR,2296,47.35,,,,Warm,,,1.6,,
RNS from RNSR,2297,54.8,,,,Warm,,,1.8,,
RNS from RNSR,2298,49.5,,,,Warm,,,1.7,,
RNS from RNSR,2299,47.5,,,,Warm,,,1.6,,
RNS from RNSR,2300,50.3,,,,Warm,,,1.7,,
RNS from RNSR,2301,49.3,,,,Warm,,,1.6,,
RNS from RNSR,2302,53.3,,,,Warm,,,1.8,,
RNS from RNSR,2303,50.8,,,,Warm,,,1.7,,
RNS from RNSR,2304,57.6,,,,Warm,,,1.9,,
RNS from RNSR,2305,47.55,,,,Warm,,,1.6,,
RNS from RNSR,2306,50.3,,,,Warm,,,1.7,,
RNS from RNSR,2307,49.05,,,,Warm,,,1.6,,
RNS from RNSR,2308,52.5,,,,Warm,,,1.8,,
RNS from RNSR,2309,51.2,,,,Warm,,,1.7,,
RNS from RNSR,2310,47.95,,,,Warm,,,1.6,,
RNS from RNSR,2311,51.5,,,,Warm,,,1.7,,
RNS from RNSR,2312,44.65,,,,Warm,,,1.5,,
RNS from RNSR,2313,47.3,,,,Warm,,,1.6,,
RNS from RNSR,2314,47.55,,,,Warm,,,1.6,,
RNS from RNSR,2315,47.6,,,,Warm,,,1.6,,
RNS from RNSR,2316,42.7,,,,Warm,,,1.4,,
RNS from RNSR,2317,51.9,,,,Warm,,,1.7,,
RNS from RNSR,2318,42.5,,,,Warm,,,1.4,,
RNS from RNSR,2319,47.4,,,,Warm,,,1.6,,
RNS from RNSR,2320,55.5,,,,Warm,,,1.9,,
RNS from RNSR,2321,45.95,,,,Warm,,,1.5,,
RNS from RNSR,2322,45.65,,,,Warm,,,1.5,,
RNS from RNSR,2323,45.45,,,,Warm,,,1.5,,
RNS from RNSR,2324,47.9,,,,Warm,,,1.6,,
RNS from RNSR,2325,49.2,,,,Warm,,,1.6,,
RNS from RNSR,2326,45.9,,,,Warm,,,1.5,,
RNS from RNSR,2327,45.15,,,,Warm,,,1.5,,
RNS from RNSR,2328,45.5,,,,Warm,,,1.5,,
RNS from RNSR,2329,46.15,,,,Warm,,,1.5,,
RNS from RNSR,2330,48.75,,,,Warm,,,1.6,,
RNS from RNSR,2331,47.95,,,,Warm,,,1.6,,
RNS from RNSR,2332,48.65,,,,Warm,,,1.6,,
RNS from RNSR,2333,51.2,,,,Warm,,,1.7,,
RNS from RNSR,2334,46.3,,,,Warm,,,1.5,,
RNS from RNSR,2335,47.75,,,,Warm,,,1.6,,
RNS from RNSR,2336,50.1,,,,Warm,,,1.7,,
RNS from RNSR,2337,44,,,,Warm,,,1.5,,
RNS from RNSR,2338,46.95,,,,Warm,,,1.6,,
RNS from RNSR,2339,51.8,,,,Warm,,,1.7,,
RNS from RNSR,2340,37.12,,,,Warm,,,1.2,,
RNS from RNSR,2341,48.8,,,,Warm,,,1.6,,
RNS from RNSR,2342,47.5,,,,Warm,,,1.6,,
RNS from RNSR,2343,43.15,,,,Warm,,,1.4,,
RNS from RNSR,2344,41.9,,,,Warm,,,1.4,,
RNS from RNSR,2345,43.7,,,,Warm,,,1.5,,
RNS from Cap,2346,123.3,,,,Standard,,,3.5,,
RNS from Cap,2347,113.4,,,,Standard,,,3.2,,
RNS from Cap,2348,122.3,,,,Standard,,,3.5,,
RNS from Cap,2349,119.3,,,,Standard,,,3.4,,
RNS from Cap,2350,112.5,,,,Standard,,,3.2,,
RNS from Cap,2351,134,,,,Standard,,,3.8,,
RNS from Cap,2352,119.4,,,,Standard,,,3.4,,
RNS from Cap,2353,115.8,,,,Standard,,,3.3,,
RNS from Cap,2354,121.4,,,,Standard,,,3.5,,
RNS from Cap,2355,122.1,,,,Standard,,,3.5,,
RNS from Cap,2356,154.8,,,,Standard,,,4.4,,
RNS from Cap,2357,117.5,,,,Standard,,,3.4,,
RNS from Cap,2358,124.4,,,,Standard,,,3.6,,
RNS from Cap,2359,133.5,,,,Standard,,,3.8,,
RNS from Cap,2360,140.9,,,,Standard,,,4.0,,
RNS from Cap,2361,128.1,,,,Standard,,,3.7,,
RNS from Cap,2362,143.3,,,,Standard,,,4.1,,
RNS from Cap,2363,108.4,,,,Standard,,,3.1,,
RNS from Cap,2364,125.1,,,,Standard,,,3.6,,
RNS from Cap,2365,118.9,,,,Warm,,,3.4,,
RNS from Cap,2366,98.6,,,,Warm,,,2.8,,
RNS from Cap,2367,108.1,,,,Warm,,,3.1,,
RNS from Cap,2368,96.3,,,,Warm,,,2.8,,
RNS from Cap,2369,106.8,,,,Warm,,,3.1,,
RNS from Cap,2370,122.5,,,,Warm,,,3.5,,
RNS from Cap,2371,100.9,,,,Warm,,,2.9,,
RNS from Cap,2372,104.6,,,,Warm,,,3.0,,
RNS from Cap,2373,128.7,,,,Warm,,,3.7,,
RNS from Cap,2374,116.8,,,,Warm,,,3.3,,
RNS from Cap,2375,105.8,,,,Warm,,,3.0,,
RNS from Cap,2376,128,,,,Warm,,,3.7,,
RNS from Cap,2377,108.8,,,,Warm,,,3.1,,
RNS from Cap,2378,109.4,,,,Warm,,,3.1,,
RNS from Cap,2379,123,,,,Warm,,,3.5,,
RNS from Cap,2380,100.9,,,,Warm,,,2.9,,
RNS from Cap,2381,102.8,,,,Warm,,,2.9,,
RNS from Cap,2382,141.3,,,,Warm,,,4.0,,
RNS from Cap,2383,106.8,,,,Warm,,,3.1,,
RNS from Cap,2384,127.7,,,,Warm,,,3.6,,
RNS from Cap,2385,99.6,,,,Warm,,,2.8,,
,,,,,,,,,,,
Force to Activate,2386,14.175,17,5,1ml,Standard,Weak,76%,,,
Force to Activate,2387,13.95,17,5,1ml,Standard,Weak,75%,,,
Force to Activate,2388,14.7,17,5,1ml,Standard,Weak,81%,,,
Force to Activate,2389,14.5,17,5,1ml,Standard,Weak,79%,,,
Force to Activate,2390,14.35,17,5,1ml,Standard,Weak,78%,,,
Force to Activate,2391,14.65,17,5,1ml,Standard,Weak,80%,,,
Force to Activate,2392,14.95,17,5,1ml,Standard,Weak,83%,,,
Force to Activate,2393,14.15,17,5,1ml,Standard,Weak,76%,,,
Force to Activate,2394,14.8,17,5,1ml,Standard,Weak,82%,,,
Force to Activate,2395,14.925,17,5,1ml,Standard,Weak,83%,,,
Force to Activate,2396,14.625,17,5,1ml,Standard,Weak,80%,,,
Force to Activate,2397,14,17,5,1ml,Standard,Weak,75%,,,
Force to Activate,2398,14.75,17,5,1ml,Standard,Weak,81%,,,
Force to Activate,2399,14.4,17,5,1ml,Standard,Weak,78%,,,
Force to Activate,2400,14,17,5,1ml,Standard,Weak,75%,,,
Force to Activate,2401,15.45,17,5,1ml,Standard,Weak,87%,,,
Force to Activate,2402,14.775,17,5,1ml,Standard,Weak,81%,,,
Force to Activate,2403,15,17,5,1ml,Standard,Weak,83%,,,
Force to Activate,2404,13.4,17,5,1ml,Standard,Weak,70%,,,
Force to Activate,2405,14.25,17,5,1ml,Standard,Weak,77%,,,
Force to Activate,2406,15.675,17,5,1ml,Standard,Weak,89%,,,
Force to Activate,2407,15.45,17,5,1ml,Standard,Weak,87%,,,
Force to Activate,2408,14.85,17,5,1ml,Standard,Weak,82%,,,
Force to Activate,2409,15.35,17,5,1ml,Standard,Weak,86%,,,
Force to Activate,2410,13.9,17,5,1ml,Standard,Weak,74%,,,
Force to Activate,2411,15.8,17,5,1ml,Standard,Weak,90%,,,
Force to Activate,2412,15.525,17,5,1ml,Standard,Weak,88%,,,
Force to Activate,2413,13.4,17,5,1ml,Standard,Weak,70%,,,
Force to Activate,2414,15.55,17,5,1ml,Standard,Weak,88%,,,
Force to Activate,2415,13.8,17,5,1ml,Standard,Weak,73%,,,
Force to Activate,2416,15.075,17,5,1ml,Standard,Weak,84%,,,
Force to Activate,2417,15.375,17,5,1ml,Standard,Weak,86%,,,
Force to Activate,2418,14.2,17,5,1ml,Standard,Weak,77%,,,
Force to Activate,2419,13.35,17,5,1ml,Standard,Weak,70%,,,
Force to Activate,2420,15.4,17,5,1ml,Standard,Weak,87%,,,
Force to Activate,2421,15.825,17,5,1ml,Standard,Strong,90%,,,
Force to Activate,2422,16.35,17,5,1ml,Standard,Strong,95%,,,
Force to Activate,2423,14.775,17,5,1ml,Standard,Strong,81%,,,
Force to Activate,2424,16.35,17,5,1ml,Standard,Strong,95%,,,
Force to Activate,2425,15.975,17,5,1ml,Standard,Strong,91%,,,
Force to Activate,2426,15.45,17,5,1ml,Standard,Strong,87%,,,
Force to Activate,2427,15.45,17,5,1ml,Standard,Strong,87%,,,
Force to Activate,2428,13.2,17,5,1ml,Standard,Strong,68%,,,
Force to Activate,2429,14.7,17,5,1ml,Standard,Strong,81%,,,
Force to Activate,2430,14.35,17,5,1ml,Standard,Strong,78%,,,
Force to Activate,2431,16.2,17,5,1ml,Standard,Strong,93%,,,
Force to Activate,2432,15.375,17,5,1ml,Standard,Strong,86%,,,
Force to Activate,2433,13.275,17,5,1ml,Standard,Strong,69%,,,
Force to Activate,2434,15.6,17,5,1ml,Standard,Strong,88%,,,
Force to Activate,2435,14.775,17,5,1ml,Standard,Strong,81%,,,
Force to Activate,2436,13.125,17,5,1ml,Standard,Strong,68%,,,
Force to Activate,2437,14.4,17,5,1ml,Standard,Strong,78%,,,
Force to Activate,2438,13.275,17,5,1ml,Standard,Strong,69%,,,
Force to Activate,2439,14.775,17,5,1ml,Standard,Strong,81%,,,
Force to Activate,2440,16.5,17,5,1ml,Standard,Strong,96%,,,
Force to Activate,2441,15.25,17,5,1ml,Standard,Strong,85%,,,
Force to Activate,2442,15.7,17,5,1ml,Standard,Strong,89%,,,
Force to Activate,2443,15.1,17,5,1ml,Standard,Strong,84%,,,
Force to Activate,2444,15.525,17,5,1ml,Standard,Strong,88%,,,
Force to Activate,2445,16.2,17,5,1ml,Standard,Strong,93%,,,
Force to Activate,2446,15.525,17,5,1ml,Standard,Strong,88%,,,
Force to Activate,2447,13.275,17,5,1ml,Standard,Strong,69%,,,
Force to Activate,2448,16.575,17,5,1ml,Standard,Strong,96%,,,
Force to Activate,2449,15.375,17,5,1ml,Standard,Strong,86%,,,
Force to Activate,2450,15.45,17,5,1ml,Standard,Strong,87%,,,
Force to Activate,2451,16.5,17,5,1ml,Standard,Strong,96%,,,
Force to Activate,2452,15.35,17,5,1ml,Standard,Strong,86%,,,
Force to Activate,2453,13.725,17,5,1ml,Standard,Strong,73%,,,
Force to Activate,2454,16.1,17,5,1ml,Standard,Strong,93%,,,
Force to Activate,2455,16.2,17,5,1ml,Standard,Strong,93%,,,
Force to Activate,2456,13.875,17,5,2.25ml,Standard,Weak,74%,,,
Force to Activate,2457,13.35,17,5,2.25ml,Standard,Weak,70%,,,
Force to Activate,2458,14.3,17,5,2.25ml,Standard,Weak,78%,,,
Force to Activate,2459,14.025,17,5,2.25ml,Standard,Weak,75%,,,
Force to Activate,2460,14.175,17,5,2.25ml,Standard,Weak,76%,,,
