Test,item,result,spec lower,spec upper,fill,Test_conditions,Spring,spec_result,Notes
Cap displacement,3106,1.137,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.198,
Cap displacement,3107,1.053,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.149,
Cap displacement,3108,1.087,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.169,
Cap displacement,3109,1.141,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.201,
Cap displacement,3110,1.201,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.236,
Cap displacement,3111,1.155,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.209,
Cap displacement,3112,1.22,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.247,
Cap displacement,3113,1.195,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.232,
Cap displacement,3114,1.257,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.269,
Cap displacement,3115,1.168,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.216,
Cap displacement,3116,1.247,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.263,
Cap displacement,3117,1.235,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.256,
Cap displacement,3118,1.173,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.219,
Cap displacement,3119,0.853,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.031,
Cap displacement,3120,1.015,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.126,
Cap displacement,3121,1.126,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.192,
Cap displacement,3122,1.124,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.191,
Cap displacement,3123,0.958,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.093,
Cap displacement,3124,0.926,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.074,
Cap displacement,3125,1.07,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.159,
Cap displacement,3126,1.229,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.252,
Cap displacement,3127,1.138,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.199,
Cap displacement,3128,1.099,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.176,
Cap displacement,3129,1.248,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.264,
Cap displacement,3130,1.24,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.259,
Cap displacement,3131,1.228,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.252,
Cap displacement,3132,1.27,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.276,
Cap displacement,3133,1.186,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.227,
Cap displacement,3134,1.15,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.206,
Cap displacement,3135,1.065,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.156,
Cap displacement,3136,4.805,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,2.356,
Cap displacement,3137,1.427,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.369,
Cap displacement,3138,1.193,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.231,
Cap displacement,3139,1.141,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.201,
Cap displacement,3140,3.061,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,1.33,
Cap displacement,3141,0.896,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.056,
Cap displacement,3142,1.811,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.595,
Cap displacement,3143,1.285,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.285,
Cap displacement,3144,1.08,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.165,
Cap displacement,3145,1.791,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.583,
Cap displacement,3146,1.582,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.46,
Cap displacement,3147,0.843,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.025,
Cap displacement,3148,1.635,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.491,
Cap displacement,3149,1.219,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.246,
Cap displacement,3150,1.571,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.454,
Cap displacement,3151,2.001,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.706,
Cap displacement,3152,1.248,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.264,
Cap displacement,3153,1.471,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.395,
Cap displacement,3154,1.24,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.259,
Cap displacement,3155,0.976,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.104,
Cap displacement,3156,1.117,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.186,
Cap displacement,3157,1.983,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.696,
Cap displacement,3158,1.759,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.564,
Cap displacement,3159,1.479,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.399,
Cap displacement,3160,1.206,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.239,
Cap displacement,3161,1.225,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.25,
Cap displacement,3162,1.429,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.37,
Cap displacement,3163,1.476,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.398,
Cap displacement,3164,1.429,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.37,
Cap displacement,3165,1.368,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.334,
Cap displacement,3166,1.148,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.205,
Cap displacement,3167,1.825,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.603,
Cap displacement,3168,0.947,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.086,
Cap displacement,3169,2.0058,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.709,
Cap displacement,3170,1.8018,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.589,
Cap displacement,3171,1.4278,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.369,
Cap displacement,3172,1.4018,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.354,
Cap displacement,3173,1.1468,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.204,
Cap displacement,3174,1.8008,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.589,
Cap displacement,3175,1.7808,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.577,
Cap displacement,3176,1.5068,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.416,
Cap displacement,3177,1.2458,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.262,
Cap displacement,3178,1.8228,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.602,
Cap displacement,3179,1.3948,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.35,
Cap displacement,3180,1.1968,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.233,
Cap displacement,3181,1.7638,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.567,
Cap displacement,3182,1.1348,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.197,
Cap displacement,3183,1.1168,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.186,
Cap displacement,3184,1.7268,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.545,
Cap displacement,3185,1.3498,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.323,
Cap displacement,3186,1.4118,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.36,
Cap displacement,3187,1.3828,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.343,
Cap displacement,3188,1.2958,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.292,
Cap displacement,3189,0.9698,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.1,
Cap displacement,3190,1.8128,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.596,
Cap displacement,3191,1.5558,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.445,
Cap displacement,3192,1.4298,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.37,
Cap displacement,3193,1.9608,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.683,
Cap displacement,3194,0.9928,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.113,
Cap displacement,3195,1.862,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.625,
Cap displacement,3196,1.104,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.179,
Cap displacement,3197,1.44,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.376,
Cap displacement,3198,2.01,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.712,
Cap displacement,3199,0.978,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.105,
Cap displacement,3200,0.051,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,-0.441,
Cap displacement,3201,2.024,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.72,
Cap displacement,3202,1.596,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.468,
Cap displacement,3203,1.518,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.422,
Cap displacement,3204,1.459,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.388,
Cap displacement,3205,0.572,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,-0.134,
Cap displacement,3206,1.926,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.662,
Cap displacement,3207,1.479,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.399,
Cap displacement,3208,1.757,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.563,
Cap displacement,3209,1.547,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.439,
Cap displacement,3210,0.911,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.065,
Cap displacement,3211,1.96,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.682,
Cap displacement,3212,1.514,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.42,
Cap displacement,3213,1.172,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.219,
Cap displacement,3214,1.783,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.578,
Cap displacement,3215,1.044,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.144,
Cap displacement,3216,2.105,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.768,
Cap displacement,3217,1.612,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.478,
Cap displacement,3218,1.235,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.256,
Cap displacement,3219,1.662,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.507,
Cap displacement,3220,0.967,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.098,
Cap displacement,3221,1.129,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.194,
Cap displacement,3222,0.974,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.102,
Cap displacement,3223,2.204,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.826,
Cap displacement,3224,2.099,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.764,
Cap displacement,3225,1.836,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.609,
Cap displacement,3226,1.742,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.554,
Cap displacement,3227,1.1,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.176,
Cap displacement,3228,1.831,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.606,
Cap displacement,3229,1.5052,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.415,
Cap displacement,3230,1.7632,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.567,
Cap displacement,3231,1.3912,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.348,
Cap displacement,3232,-0.2708,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,-0.63,
Cap displacement,3233,1.1202,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.188,
Cap displacement,3234,-0.0428,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,-0.496,
Cap displacement,3235,1.2312,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.254,
Cap displacement,3236,1.2122,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.242,
Cap displacement,3237,1.2922,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.29,
Cap displacement,3238,1.6732,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.514,
Cap displacement,3239,1.8272,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.604,
Cap displacement,3240,1.6392,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.494,
Cap displacement,3241,0.1842,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,-0.362,
Cap displacement,3242,1.0212,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.13,
Cap displacement,3243,1.8592,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.623,
Cap displacement,3244,1.8092,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.594,
Cap displacement,3245,1.5862,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.462,
Cap displacement,3246,1.2572,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.269,
Cap displacement,3247,1.6852,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.521,
Cap displacement,3248,1.9062,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.651,
Cap displacement,3249,1.3132,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.302,
Cap displacement,3250,1.7492,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.558,
Cap displacement,3251,1.4022,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.354,
Cap displacement,3252,1.6802,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.518,
Cap displacement,3253,1.3832,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.343,
Cap displacement,3254,1.5912,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.465,
Cap / RNS displacement,3375,0.19,4,,1ml,Standard|Post Vibration,Weak,21.05,
Cap / RNS displacement,3376,0.47,4,,1ml,Standard|Post Vibration,Weak,8.51,
Cap / RNS displacement,3377,0.31,4,,1ml,Standard|Post Vibration,Weak,12.9,
Cap / RNS displacement,3378,0.43,4,,1ml,Standard|Post Vibration,Weak,9.3,
Cap / RNS displacement,3379,0.3,4,,1ml,Standard|Post Vibration,Weak,13.33,
Cap / RNS displacement,3380,0.25,4,,1ml,Standard|Post Vibration,Weak,16,
Cap / RNS displacement,3381,0.29,4,,1ml,Standard|Post Vibration,Weak,13.79,
Cap / RNS displacement,3382,0.29,4,,1ml,Standard|Post Vibration,Weak,13.79,
Cap / RNS displacement,3383,0.41,4,,1ml,Standard|Post Vibration,Weak,9.76,
Cap / RNS displacement,3384,0.21,4,,1ml,Standard|Post Vibration,Weak,19.05,
Cap / RNS displacement,3385,0.41,4,,1ml,Standard|Post Vibration,Weak,9.76,
Cap / RNS displacement,3386,0.25,4,,1ml,Standard|Post Vibration,Weak,16,
Cap / RNS displacement,3387,0.32,4,,1ml,Standard|Post Vibration,Weak,12.5,
Cap / RNS displacement,3388,0.31,4,,1ml,Standard|Post Vibration,Weak,12.9,
Cap / RNS displacement,3389,0.21,4,,1ml,Standard|Post Vibration,Weak,19.05,
Cap / RNS displacement,3390,0.28,4,,1ml,Standard|Post Vibration,Weak,14.29,
Cap / RNS displacement,3391,0.16,4,,1ml,Standard|Post Vibration,Weak,25,
Cap / RNS displacement,3392,0.23,4,,1ml,Standard|Post Vibration,Weak,17.39,
Cap / RNS displacement,3393,0.14,4,,1ml,Standard|Post Vibration,Weak,28.57,
Cap / RNS displacement,3394,0.32,4,,1ml,Standard|Post Vibration,Weak,12.5,
Cap / RNS displacement,3395,0.19,4,,1ml,Standard|Post Vibration,Weak,21.05,
Cap / RNS displacement,3396,0.33,4,,1ml,Standard|Post Vibration,Weak,12.12,
Cap / RNS displacement,3397,0.43,4,,1ml,Standard|Post Vibration,Weak,9.3,
Cap / RNS displacement,3398,0.13,4,,1ml,Standard|Post Vibration,Weak,30.77,
Cap / RNS displacement,3399,0.11,4,,1ml,Standard|Post Vibration,Weak,36.36,
Cap / RNS displacement,3400,0.19,4,,1ml,Standard|Post Vibration,Weak,21.05,
Cap / RNS displacement,3401,0.13,4,,1ml,Standard|Post Vibration,Weak,30.77,
Cap / RNS displacement,3402,0.44,4,,1ml,Standard|Post Vibration,Weak,9.09,
Cap / RNS displacement,3403,0.12,4,,1ml,Standard|Post Vibration,Weak,33.33,
Cap / RNS displacement,3404,0.25,4,,1ml,Standard|Post Vibration,Weak,16,
Cap / RNS displacement,3405,0.2,4,,1ml,Standard|Post Vibration,Weak,20,
Cap / RNS displacement,3406,0.19,4,,1ml,Standard|Post Vibration,Weak,21.05,
Cap / RNS displacement,3407,0.34,4,,1ml,Standard|Post Vibration,Weak,11.76,
Cap / RNS displacement,3408,0.46,4,,1ml,Standard|Post Vibration,Weak,8.7,
Cap / RNS displacement,3409,0.27,4,,1ml,Standard|Post Vibration,Weak,14.81,
Cap / RNS displacement,3410,0.29,4,,1ml,Standard|Post Vibration,Weak,13.79,
Cap / RNS displacement,3411,0.33,4,,1ml,Standard|Post Vibration,Weak,12.12,
Cap / RNS displacement,3412,0.41,4,,1ml,Standard|Post Vibration,Weak,9.76,
Cap / RNS displacement,3413,0.3,4,,1ml,Standard|Post Vibration,Weak,13.33,
Cap / RNS displacement,3414,0.18,4,,1ml,Standard|Post Vibration,Weak,22.22,
Cap / RNS displacement,3415,0.23,4,,1ml,Standard|Post Vibration,Weak,17.39,
Cap / RNS displacement,3416,0.22,4,,1ml,Standard|Post Vibration,Weak,18.18,
Cap / RNS displacement,3417,0.2,4,,1ml,Standard|Post Vibration,Weak,20,
Cap / RNS displacement,3418,0.16,4,,1ml,Standard|Post Vibration,Weak,25,
Cap / RNS displacement,3419,0.23,4,,1ml,Standard|Post Vibration,Weak,17.39,
Cap / RNS displacement,3420,0.18,4,,1ml,Standard|Post Vibration,Weak,22.22,
Cap / RNS displacement,3421,0.31,4,,1ml,Standard|Post Vibration,Weak,12.9,
Cap / RNS displacement,3422,0.27,4,,1ml,Standard|Post Vibration,Weak,14.81,
Cap / RNS displacement,3423,0.34,4,,1ml,Standard|Post Vibration,Weak,11.76,
Cap / RNS displacement,3424,0.2,4,,1ml,Standard|Post Vibration,Weak,20,
Cap / RNS displacement,3425,0.21,4,,1ml,Standard|Post Vibration,Weak,19.05,
Cap / RNS displacement,3426,0.72,4,,1ml,Standard|Post Vibration,Weak,5.56,
Cap / RNS displacement,3427,0.2,4,,1ml,Standard|Post Vibration,Weak,20,
Cap / RNS displacement,3428,0.3,4,,1ml,Standard|Post Vibration,Weak,13.33,
Cap / RNS displacement,3429,0.25,4,,1ml,Standard|Post Vibration,Weak,16,
Cap / RNS displacement,3430,0.48,4,,1ml,Standard|Post Vibration,Weak,8.33,
Cap / RNS displacement,3431,0.4,4,,1ml,Standard|Post Vibration,Weak,10,
Cap / RNS displacement,3432,0.21,4,,1ml,Standard|Post Vibration,Weak,19.05,
Cap / RNS displacement,3433,0.15,4,,1ml,Standard|Post Vibration,Weak,26.67,
Cap / RNS displacement,3434,0.34,4,,1ml,Standard|Post Vibration,Weak,11.76,
Cap / RNS displacement,3435,0.89,4,,1ml,Standard|Post Vibration,Strong,4.49,
Cap / RNS displacement,3436,0.87,4,,1ml,Standard|Post Vibration,Strong,4.6,
Cap / RNS displacement,3437,0.1,4,,1ml,Standard|Post Vibration,Strong,40,
Cap / RNS displacement,3438,0.33,4,,1ml,Standard|Post Vibration,Strong,12.12,
Cap / RNS displacement,3439,0.68,4,,1ml,Standard|Post Vibration,Strong,5.88,
Cap / RNS displacement,3440,0.35,4,,1ml,Standard|Post Vibration,Strong,11.43,
Cap / RNS displacement,3441,0.29,4,,1ml,Standard|Post Vibration,Strong,13.79,
Cap / RNS displacement,3442,0.21,4,,1ml,Standard|Post Vibration,Strong,19.05,
Cap / RNS displacement,3443,0.43,4,,1ml,Standard|Post Vibration,Strong,9.3,
Cap / RNS displacement,3444,0.22,4,,1ml,Standard|Post Vibration,Strong,18.18,
Cap / RNS displacement,3445,0.32,4,,1ml,Standard|Post Vibration,Strong,12.5,
Cap / RNS displacement,3446,0.36,4,,1ml,Standard|Post Vibration,Strong,11.11,
Cap / RNS displacement,3447,0.62,4,,1ml,Standard|Post Vibration,Strong,6.45,
Cap / RNS displacement,3448,0.24,4,,1ml,Standard|Post Vibration,Strong,16.67,
Cap / RNS displacement,3449,0.39,4,,1ml,Standard|Post Vibration,Strong,10.26,
Cap / RNS displacement,3450,0.35,4,,1ml,Standard|Post Vibration,Strong,11.43,
Cap / RNS displacement,3451,0.29,4,,1ml,Standard|Post Vibration,Strong,13.79,
Cap / RNS displacement,3452,0.15,4,,1ml,Standard|Post Vibration,Strong,26.67,
Cap / RNS displacement,3453,0.16,4,,1ml,Standard|Post Vibration,Strong,25,
Cap / RNS displacement,3454,0.07,4,,1ml,Standard|Post Vibration,Strong,57.14,
Cap / RNS displacement,3455,0.41,4,,1ml,Standard|Post Vibration,Strong,9.76,
Cap / RNS displacement,3456,0.38,4,,1ml,Standard|Post Vibration,Strong,10.53,
Cap / RNS displacement,3457,0.16,4,,1ml,Standard|Post Vibration,Strong,25,
Cap / RNS displacement,3458,0.25,4,,1ml,Standard|Post Vibration,Strong,16,
Cap / RNS displacement,3459,0.58,4,,1ml,Standard|Post Vibration,Strong,6.9,
Cap / RNS displacement,3460,0.34,4,,1ml,Standard|Post Vibration,Strong,11.76,
Cap / RNS displacement,3461,0.45,4,,1ml,Standard|Post Vibration,Strong,8.89,
Cap / RNS displacement,3462,0.35,4,,1ml,Standard|Post Vibration,Strong,11.43,
Cap / RNS displacement,3463,0.42,4,,1ml,Standard|Post Vibration,Strong,9.52,
Cap / RNS displacement,3464,0.06,4,,1ml,Standard|Post Vibration,Strong,66.67,
Cap / RNS displacement,3465,0.06,4,,1ml,Standard|Post Vibration,Strong,66.67,
Cap / RNS displacement,3466,0.43,4,,1ml,Standard|Post Vibration,Strong,9.3,
Cap / RNS displacement,3467,0.35,4,,1ml,Standard|Post Vibration,Strong,11.43,
Cap / RNS displacement,3468,0.13,4,,1ml,Standard|Post Vibration,Strong,30.77,
Cap / RNS displacement,3469,0.23,4,,1ml,Standard|Post Vibration,Strong,17.39,
Cap / RNS displacement,3470,0.09,4,,1ml,Standard|Post Vibration,Strong,44.44,
Cap / RNS displacement,3471,0.19,4,,1ml,Standard|Post Vibration,Strong,21.05,
Cap / RNS displacement,3472,0.19,4,,1ml,Standard|Post Vibration,Strong,21.05,
Cap / RNS displacement,3473,0.42,4,,1ml,Standard|Post Vibration,Strong,9.52,
Cap / RNS displacement,3474,0.25,4,,1ml,Standard|Post Vibration,Strong,16,
Cap / RNS displacement,3475,0.23,4,,1ml,Standard|Post Vibration,Strong,17.39,
Cap / RNS displacement,3476,0.37,4,,1ml,Standard|Post Vibration,Strong,10.81,
Cap / RNS displacement,3477,0.31,4,,1ml,Standard|Post Vibration,Strong,12.9,
Cap / RNS displacement,3478,0.22,4,,1ml,Standard|Post Vibration,Strong,18.18,
Cap / RNS displacement,3479,0.08,4,,1ml,Standard|Post Vibration,Strong,50,
Cap / RNS displacement,3480,0.14,4,,1ml,Standard|Post Vibration,Strong,28.57,
Cap / RNS displacement,3481,0.12,4,,1ml,Standard|Post Vibration,Strong,33.33,
Cap / RNS displacement,3482,0.19,4,,1ml,Standard|Post Vibration,Strong,21.05,
Cap / RNS displacement,3483,0.29,4,,1ml,Standard|Post Vibration,Strong,13.79,
Cap / RNS displacement,3484,0.29,4,,1ml,Standard|Post Vibration,Strong,13.79,
Cap / RNS displacement,3485,0.28,4,,1ml,Standard|Post Vibration,Strong,14.29,
Cap / RNS displacement,3486,0.33,4,,1ml,Standard|Post Vibration,Strong,12.12,
Cap / RNS displacement,3487,0.21,4,,1ml,Standard|Post Vibration,Strong,19.05,
Cap / RNS displacement,3488,0.12,4,,1ml,Standard|Post Vibration,Strong,33.33,
Cap / RNS displacement,3489,0.32,4,,1ml,Standard|Post Vibration,Strong,12.5,
Cap / RNS displacement,3490,0.39,4,,1ml,Standard|Post Vibration,Strong,10.26,
Cap / RNS displacement,3491,0.26,4,,1ml,Standard|Post Vibration,Strong,15.38,
Cap / RNS displacement,3492,0.29,4,,1ml,Standard|Post Vibration,Strong,13.79,
Cap / RNS displacement,3493,0.24,4,,1ml,Standard|Post Vibration,Strong,16.67,
Cap / RNS displacement,3494,0.15,4,,1ml,Standard|Post Vibration,Strong,26.67,
Cap / RNS displacement,3495,0.37,4,,2.25ml,Standard|Post Vibration,Weak,10.81,
Cap / RNS displacement,3496,0.2,4,,2.25ml,Standard|Post Vibration,Weak,20,
Cap / RNS displacement,3497,0.64,4,,2.25ml,Standard|Post Vibration,Weak,6.25,
Cap / RNS displacement,3498,0.3,4,,2.25ml,Standard|Post Vibration,Weak,13.33,
Cap / RNS displacement,3499,0.42,4,,2.25ml,Standard|Post Vibration,Weak,9.52,
Cap / RNS displacement,3500,0.4,4,,2.25ml,Standard|Post Vibration,Weak,10,
Cap / RNS displacement,3501,0.27,4,,2.25ml,Standard|Post Vibration,Weak,14.81,
Cap / RNS displacement,3502,0.31,4,,2.25ml,Standard|Post Vibration,Weak,12.9,
Cap / RNS displacement,3503,0.28,4,,2.25ml,Standard|Post Vibration,Weak,14.29,
Cap / RNS displacement,3504,0.28,4,,2.25ml,Standard|Post Vibration,Weak,14.29,
Cap / RNS displacement,3505,0.42,4,,2.25ml,Standard|Post Vibration,Weak,9.52,
Cap / RNS displacement,3506,0.31,4,,2.25ml,Standard|Post Vibration,Weak,12.9,
Cap / RNS displacement,3507,0.3,4,,2.25ml,Standard|Post Vibration,Weak,13.33,
Cap / RNS displacement,3508,0.53,4,,2.25ml,Standard|Post Vibration,Weak,7.55,
Cap / RNS displacement,3509,0.38,4,,2.25ml,Standard|Post Vibration,Weak,10.53,
Cap / RNS displacement,3510,0.24,4,,2.25ml,Standard|Post Vibration,Weak,16.67,
Cap / RNS displacement,3511,0.27,4,,2.25ml,Standard|Post Vibration,Weak,14.81,
Cap / RNS displacement,3512,0.32,4,,2.25ml,Standard|Post Vibration,Weak,12.5,
Cap / RNS displacement,3513,0.35,4,,2.25ml,Standard|Post Vibration,Weak,11.43,
